Player,Span,Mat,Inn,NO,Runs,HS,Avg,100,50,0,Player Profile
DS Lehmann+//0AoA-(AUS),1998+AC0-2004,27,42,2,1798,177,44.95,5,10,2,http://stats.espncricinfo.com/ci/content/player/6285.html
Imrul Kayes+//0AoA-(BDESH),2008+AC0-2019,39,76,2,1797,150,24.28,3,4,4,http://stats.espncricinfo.com/ci/content/player/280734.html
NT Paranavitana+//0AoA-(SL),2009+AC0-2012,32,60,5,1792,111,32.58,2,11,9,http://stats.espncricinfo.com/ci/content/player/50181.html
MJ Horne+//0AoA-(NZ),1997+AC0-2003,35,65,2,1788,157,28.38,4,5,4,http://stats.espncricinfo.com/ci/content/player/37250.html
JDP Oram+//0AoA-(NZ),2002+AC0-2009,33,59,10,1780,133,36.32,5,6,4,http://stats.espncricinfo.com/ci/content/player/38062.html
BC Booth+//0AoA-(AUS),1961+AC0-1966,29,48,6,1773,169,42.21,5,10,5,http://stats.espncricinfo.com/ci/content/player/4171.html
DS Smith+//0AoA-(WI),2003+AC0-2018,43,76,2,1760,108,23.78,1,8,7,http://stats.espncricinfo.com/ci/content/player/52962.html
DM de Silva+//0AoA-(SL),2016+AC0-2019,29,55,4,1758,173,34.47,6,5,6,http://stats.espncricinfo.com/ci/content/player/465793.html
CJ Tavare+//0AoA-(ENG),1980+AC0-1989,31,56,2,1755,149,32.5,2,12,5,http://stats.espncricinfo.com/ci/content/player/21466.html
GA Faulkner+//0AoA-(SA),1906+AC0-1924,25,47,4,1754,204,40.79,4,8,2,http://stats.espncricinfo.com/ci/content/player/45039.html
WU Tharanga+//0AoA-(SL),2005+AC0-2017,31,58,3,1754,165,31.89,3,8,6,http://stats.espncricinfo.com/ci/content/player/50747.html
Javed Omar+//0AoA-(BDESH),2001+AC0-2007,40,80,2,1720,119,22.05,1,8,5,http://stats.espncricinfo.com/ci/content/player/55935.html
HH Dippenaar+//0AoA-(SA),1999+AC0-2007,38,62,5,1718,177+ACo-,30.14,3,7,8,http://stats.espncricinfo.com/ci/content/player/44708.html
Shahid Afridi+//0AoA-(PAK),1998+AC0-2010,27,48,1,1716,156,36.51,5,8,6,http://stats.espncricinfo.com/ci/content/player/42639.html
JE Emburey+//0AoA-(ENG),1978+AC0-1995,64,96,20,1713,75,22.53,0,10,16,http://stats.espncricinfo.com/ci/content/player/12514.html
HM Nicholls+//0AoA-(NZ),2016+AC0-2019,31,47,5,1711,162+ACo-,40.73,5,9,4,http://stats.espncricinfo.com/ci/content/player/539511.html
Babar Azam+//0AoA-(PAK),2016+AC0-2019,25,47,7,1707,127+ACo-,42.67,4,13,6,http://stats.espncricinfo.com/ci/content/player/348144.html
VD Philander+//0AoA-(SA),2011+AC0-2019,61,88,19,1700,74,24.63,0,8,8,http://stats.espncricinfo.com/ci/content/player/46945.html
HMRKB Herath+//0AoA-(SL),1999+AC0-2018,93,144,28,1699,80+ACo-,14.64,0,3,23,http://stats.espncricinfo.com/ci/content/player/49178.html
RL Chase+//0AoA-(WI),2016+AC0-2019,32,58,4,1695,137+ACo-,31.38,5,7,6,http://stats.espncricinfo.com/ci/content/player/391832.html
GM Ritchie+//0AoA-(AUS),1982+AC0-1987,30,53,5,1690,146,35.2,3,7,1,http://stats.espncricinfo.com/ci/content/player/7358.html
KC Bland+//0AoA-(SA),1961+AC0-1966,21,39,5,1669,144+ACo-,49.08,3,9,2,http://stats.espncricinfo.com/ci/content/player/44084.html
MH Denness+//0AoA-(ENG),1969+AC0-1975,28,45,3,1667,188,39.69,4,7,2,http://stats.espncricinfo.com/ci/content/player/11870.html
TG Southee+//0AoA-(NZ),2008+AC0-2019,71,104,10,1662,77+ACo-,17.68,0,5,9,http://stats.espncricinfo.com/ci/content/player/232364.html
BC Broad+//0AoA-(ENG),1984+AC0-1989,25,44,2,1661,162,39.54,6,6,3,http://stats.espncricinfo.com/ci/content/player/9230.html
JT Tyldesley+//0AoA-(ENG),1899+AC0-1909,31,55,1,1661,138,30.75,4,9,4,http://stats.espncricinfo.com/ci/content/player/21636.html
J Darling+//0AoA-(AUS),1894+AC0-1905,34,60,2,1657,178,28.56,3,8,8,http://stats.espncricinfo.com/ci/content/player/4897.html
J Hardstaff jnr+//0AoA-(ENG),1935+AC0-1948,23,38,3,1636,205+ACo-,46.74,4,10,4,http://stats.espncricinfo.com/ci/content/player/14041.html
MS Sinclair+//0AoA-(NZ),1999+AC0-2010,33,56,5,1635,214,32.05,3,4,4,http://stats.espncricinfo.com/ci/content/player/38393.html
WR Endean+//0AoA-(SA),1951+AC0-1958,28,52,4,1630,162+ACo-,33.95,3,8,3,http://stats.espncricinfo.com/ci/content/player/44964.html
RB McCosker+//0AoA-(AUS),1975+AC0-1980,25,46,5,1622,127,39.56,4,9,5,http://stats.espncricinfo.com/ci/content/player/6547.html
SV Carlisle+//0AoA-(ZIM),1995+AC0-2005,37,66,6,1615,118,26.91,2,8,7,http://stats.espncricinfo.com/ci/content/player/55307.html
NJ Contractor+//0AoA-(INDIA),1955+AC0-1962,31,52,1,1611,108,31.58,1,11,2,http://stats.espncricinfo.com/ci/content/player/27667.html
Yashpal Sharma+//0AoA-(INDIA),1979+AC0-1983,37,59,11,1606,140,33.45,2,9,4,http://stats.espncricinfo.com/ci/content/player/36075.html
JJ Crowe+//0AoA-(NZ),1983+AC0-1990,39,65,4,1601,128,26.24,3,6,6,http://stats.espncricinfo.com/ci/content/player/36620.html
RT Robinson+//0AoA-(ENG),1984+AC0-1989,29,49,5,1601,175,36.38,4,6,5,http://stats.espncricinfo.com/ci/content/player/19445.html
M Prabhakar+//0AoA-(INDIA),1984+AC0-1995,39,58,9,1600,120,32.65,1,9,3,http://stats.espncricinfo.com/ci/content/player/32323.html
AP Sheahan+//0AoA-(AUS),1967+AC0-1974,31,53,6,1594,127,33.91,2,7,3,http://stats.espncricinfo.com/ci/content/player/7597.html
WA Brown+//0AoA-(AUS),1934+AC0-1948,22,35,1,1592,206+ACo-,46.82,4,9,1,http://stats.espncricinfo.com/ci/content/player/4225.html
SM Patil+//0AoA-(INDIA),1980+AC0-1984,29,47,4,1588,174,36.93,4,7,4,http://stats.espncricinfo.com/ci/content/player/32283.html
SB Styris+//0AoA-(NZ),2002+AC0-2007,29,48,4,1586,170,36.04,5,6,5,http://stats.espncricinfo.com/ci/content/player/38407.html
RH Catterall+//0AoA-(SA),1922+AC0-1931,24,43,2,1555,120,37.92,3,11,3,http://stats.espncricinfo.com/ci/content/player/44427.html
T Taibu+//0AoA-(ZIM),2001+AC0-2012,28,54,3,1546,153,30.31,1,12,5,http://stats.espncricinfo.com/ci/content/player/55805.html
E Paynter+//0AoA-(ENG),1931+AC0-1939,20,31,5,1540,243,59.23,4,7,3,http://stats.espncricinfo.com/ci/content/player/18475.html
PJ Hughes+//0AoA-(AUS),2009+AC0-2013,26,49,2,1535,160,32.65,3,7,6,http://stats.espncricinfo.com/ci/content/player/272364.html
BF Hastings+//0AoA-(NZ),1969+AC0-1976,31,56,6,1510,117+ACo-,30.2,4,7,6,http://stats.espncricinfo.com/ci/content/player/37243.html
KD Mackay+//0AoA-(AUS),1956+AC0-1963,37,52,7,1507,89,33.48,0,13,6,http://stats.espncricinfo.com/ci/content/player/6445.html
RR Lindwall+//0AoA-(AUS),1946+AC0-1960,61,84,13,1502,118,21.15,2,5,9,http://stats.espncricinfo.com/ci/content/player/6299.html
Qasim Umar+//0AoA-(PAK),1983+AC0-1986,26,43,2,1502,210,36.63,3,5,2,http://stats.espncricinfo.com/ci/content/player/42362.html
GS Ballance+//0AoA-(ENG),2014+AC0-2017,23,42,2,1498,156,37.45,4,7,3,http://stats.espncricinfo.com/ci/content/player/232438.html
SD Hope+//0AoA-(WI),2015+AC0-2019,31,58,3,1498,147,27.23,2,5,2,http://stats.espncricinfo.com/ci/content/player/581379.html
JM Parker+//0AoA-(NZ),1973+AC0-1980,36,63,2,1498,121,24.55,3,5,4,http://stats.espncricinfo.com/ci/content/player/38113.html
RW Barber+//0AoA-(ENG),1960+AC0-1968,28,45,3,1495,185,35.59,1,9,1,http://stats.espncricinfo.com/ci/content/player/8982.html
Intikhab Alam+//0AoA-(PAK),1959+AC0-1977,47,77,10,1493,138,22.28,1,8,10,http://stats.espncricinfo.com/ci/content/player/40567.html
MA Starc+//0AoA-(AUS),2011+AC0-2019,56,84,17,1493,99,22.28,0,10,11,http://stats.espncricinfo.com/ci/content/player/311592.html
Yasir Hameed+//0AoA-(PAK),2003+AC0-2010,25,49,3,1491,170,32.41,2,8,1,http://stats.espncricinfo.com/ci/content/player/43656.html
WB Phillips+//0AoA-(AUS),1983+AC0-1986,27,48,2,1485,159,32.28,2,7,1,http://stats.espncricinfo.com/ci/content/player/7115.html
AC Voges+//0AoA-(AUS),2015+AC0-2016,20,31,7,1485,269+ACo-,61.87,5,4,2,http://stats.espncricinfo.com/ci/content/player/8119.html
DL Houghton+//0AoA-(ZIM),1992+AC0-1997,22,36,2,1464,266,43.05,4,4,0,http://stats.espncricinfo.com/ci/content/player/55497.html
A Symonds+//0AoA-(AUS),2004+AC0-2008,26,41,5,1462,162+ACo-,40.61,2,10,4,http://stats.espncricinfo.com/ci/content/player/7702.html
B Lee+//0AoA-(AUS),1999+AC0-2008,76,90,18,1451,64,20.15,0,5,14,http://stats.espncricinfo.com/ci/content/player/6278.html
FJ Titmus+//0AoA-(ENG),1955+AC0-1975,53,76,11,1449,84+ACo-,22.29,0,10,4,http://stats.espncricinfo.com/ci/content/player/21548.html
SO Dowrich+//0AoA-(WI),2015+AC0-2019,31,56,8,1444,125+ACo-,30.08,3,8,6,http://stats.espncricinfo.com/ci/content/player/431905.html
JM Brearley+//0AoA-(ENG),1976+AC0-1981,39,66,3,1442,91,22.88,0,9,6,http://stats.espncricinfo.com/ci/content/player/9208.html
NR Mongia+//0AoA-(INDIA),1994+AC0-2001,44,68,8,1442,152,24.03,1,6,6,http://stats.espncricinfo.com/ci/content/player/31036.html
CEL Ambrose+//0AoA-(WI),1988+AC0-2000,98,145,29,1439,53,12.4,0,1,26,http://stats.espncricinfo.com/ci/content/player/51107.html
WAS Oldfield+//0AoA-(AUS),1920+AC0-1937,54,80,17,1427,65+ACo-,22.65,0,4,9,http://stats.espncricinfo.com/ci/content/player/7003.html
AK Markram+//0AoA-(SA),2017+AC0-2019,20,37,0,1424,152,38.48,4,6,5,http://stats.espncricinfo.com/ci/content/player/600498.html
C Kelleway+//0AoA-(AUS),1910+AC0-1928,26,42,4,1422,147,37.42,3,6,1,http://stats.espncricinfo.com/ci/content/player/6132.html
AF Giles+//0AoA-(ENG),1998+AC0-2006,54,81,13,1421,59,20.89,0,4,9,http://stats.espncricinfo.com/ci/content/player/13368.html
MS Wade+//0AoA-(AUS),2012+AC0-2019,31,54,9,1418,117,31.51,4,5,2,http://stats.espncricinfo.com/ci/content/player/230193.html
Hon.FS Jackson+//0AoA-(ENG),1893+AC0-1905,20,33,4,1415,144+ACo-,48.79,5,6,3,http://stats.espncricinfo.com/ci/content/player/15463.html
MW Goodwin+//0AoA-(ZIM),1998+AC0-2000,19,37,4,1414,166+ACo-,42.84,3,8,4,http://stats.espncricinfo.com/ci/content/player/55456.html
RG Nadkarni+//0AoA-(INDIA),1955+AC0-1968,41,67,12,1414,122+ACo-,25.7,1,7,6,http://stats.espncricinfo.com/ci/content/player/31760.html
Khaled Mashud+//0AoA-(BDESH),2000+AC0-2007,44,84,10,1409,103+ACo-,19.04,1,3,11,http://stats.espncricinfo.com/ci/content/player/55954.html
HDRL Thirimanne+//0AoA-(SL),2011+AC0-2019,35,68,6,1404,155+ACo-,22.64,1,6,9,http://stats.espncricinfo.com/ci/content/player/301236.html
RT Simpson+//0AoA-(ENG),1948+AC0-1955,27,45,3,1401,156+ACo-,33.35,4,6,6,http://stats.espncricinfo.com/ci/content/player/20198.html
J Ryder+//0AoA-(AUS),1920+AC0-1929,20,32,5,1394,201+ACo-,51.62,3,9,1,http://stats.espncricinfo.com/ci/content/player/7416.html
KLT Arthurton+//0AoA-(WI),1988+AC0-1995,33,50,5,1382,157+ACo-,30.71,2,8,8,http://stats.espncricinfo.com/ci/content/player/51110.html
Rashid Latif+//0AoA-(PAK),1992+AC0-2003,37,57,9,1381,150,28.77,1,7,4,http://stats.espncricinfo.com/ci/content/player/42423.html
GP Swann+//0AoA-(ENG),2008+AC0-2013,60,76,14,1370,85,22.09,0,5,5,http://stats.espncricinfo.com/ci/content/player/20431.html
S Ramesh+//0AoA-(INDIA),1999+AC0-2001,19,37,1,1367,143,37.97,2,8,3,http://stats.espncricinfo.com/ci/content/player/33066.html
Wasim Bari+//0AoA-(PAK),1967+AC0-1984,81,112,26,1366,85,15.88,0,6,19,http://stats.espncricinfo.com/ci/content/player/43549.html
KG Viljoen+//0AoA-(SA),1930+AC0-1949,27,50,2,1365,124,28.43,2,9,5,http://stats.espncricinfo.com/ci/content/player/47733.html
J Blackwood+//0AoA-(WI),2014+AC0-2019,28,49,4,1362,112+ACo-,30.26,1,10,5,http://stats.espncricinfo.com/ci/content/player/431909.html
J Dyson+//0AoA-(AUS),1977+AC0-1984,30,58,7,1359,127+ACo-,26.64,2,5,4,http://stats.espncricinfo.com/ci/content/player/5001.html
DJ Richardson+//0AoA-(SA),1992+AC0-1998,42,64,8,1359,109,24.26,1,8,7,http://stats.espncricinfo.com/ci/content/player/46978.html
HL Collins+//0AoA-(AUS),1920+AC0-1926,19,31,1,1352,203,45.06,4,6,0,http://stats.espncricinfo.com/ci/content/player/4602.html
Javed Burki+//0AoA-(PAK),1960+AC0-1969,25,48,4,1341,140,30.47,3,4,3,http://stats.espncricinfo.com/ci/content/player/40877.html
BM Laird+//0AoA-(AUS),1979+AC0-1982,21,40,2,1341,92,35.28,0,11,2,http://stats.espncricinfo.com/ci/content/player/6250.html
L Vincent+//0AoA-(NZ),2001+AC0-2007,23,40,1,1332,224,34.15,3,9,4,http://stats.espncricinfo.com/ci/content/player/38714.html
OG Smith+//0AoA-(WI),1955+AC0-1959,26,42,0,1331,168,31.69,4,6,8,http://stats.espncricinfo.com/ci/content/player/52941.html
LRD Mendis+//0AoA-(SL),1982+AC0-1988,24,43,1,1329,124,31.64,4,8,2,http://stats.espncricinfo.com/ci/content/player/49629.html
AK Davidson+//0AoA-(AUS),1953+AC0-1963,44,61,7,1328,80,24.59,0,5,1,http://stats.espncricinfo.com/ci/content/player/4902.html
SS Das+//0AoA-(INDIA),2000+AC0-2002,23,40,2,1326,110,34.89,2,9,3,http://stats.espncricinfo.com/ci/content/player/28010.html
JS Solomon+//0AoA-(WI),1958+AC0-1965,27,46,7,1326,100+ACo-,34,1,9,7,http://stats.espncricinfo.com/ci/content/player/52944.html
DJG Sammy+//0AoA-(WI),2007+AC0-2013,38,63,2,1323,106,21.68,1,5,8,http://stats.espncricinfo.com/ci/content/player/53115.html
JA Burns+//0AoA-(AUS),2014+AC0-2019,20,34,0,1321,180,38.85,4,6,5,http://stats.espncricinfo.com/ci/content/player/326632.html
RA Duff+//0AoA-(AUS),1902+AC0-1905,22,40,3,1317,146,35.59,2,6,0,http://stats.espncricinfo.com/ci/content/player/4985.html
N Boje+//0AoA-(SA),2000+AC0-2006,43,62,10,1312,85,25.23,0,4,5,http://stats.espncricinfo.com/ci/content/player/44091.html
G Fowler+//0AoA-(ENG),1982+AC0-1985,21,37,0,1307,201,35.32,3,8,3,http://stats.espncricinfo.com/ci/content/player/12884.html
DW Hookes+//0AoA-(AUS),1977+AC0-1985,23,41,3,1306,143+ACo-,34.36,1,8,4,http://stats.espncricinfo.com/ci/content/player/5696.html
CA Davis+//0AoA-(WI),1968+AC0-1973,15,29,5,1301,183,54.2,4,4,1,http://stats.espncricinfo.com/ci/content/player/51641.html
BW Luckhurst+//0AoA-(ENG),1970+AC0-1974,21,41,5,1298,131,36.05,4,5,4,http://stats.espncricinfo.com/ci/content/player/16370.html
DR Jardine+//0AoA-(ENG),1928+AC0-1934,22,33,6,1296,127,48,1,10,2,http://stats.espncricinfo.com/ci/content/player/15481.html
JF Reid+//0AoA-(NZ),1979+AC0-1986,19,31,3,1296,180,46.28,6,2,4,http://stats.espncricinfo.com/ci/content/player/38246.html
TD Paine+//0AoA-(AUS),2010+AC0-2019,30,49,8,1295,92,31.58,0,7,4,http://stats.espncricinfo.com/ci/content/player/7252.html
RL Dias+//0AoA-(SL),1982+AC0-1987,20,36,1,1285,109,36.71,3,8,2,http://stats.espncricinfo.com/ci/content/player/48470.html
KS More+//0AoA-(INDIA),1986+AC0-1993,49,64,14,1285,73,25.7,0,7,7,http://stats.espncricinfo.com/ci/content/player/31038.html
JW Burke+//0AoA-(AUS),1951+AC0-1959,24,44,7,1280,189,34.59,3,5,0,http://stats.espncricinfo.com/ci/content/player/4242.html
A Shrewsbury snr+//0AoA-(ENG),1881+AC0-1893,23,40,4,1277,164,35.47,3,4,1,http://stats.espncricinfo.com/ci/content/player/20179.html
UC Hathurusingha+//0AoA-(SL),1991+AC0-1999,26,44,1,1274,83,29.62,0,8,2,http://stats.espncricinfo.com/ci/content/player/49125.html
JD Ryder+//0AoA-(NZ),2008+AC0-2011,18,33,2,1269,201,40.93,3,6,4,http://stats.espncricinfo.com/ci/content/player/38373.html
Shahriar Nafees+//0AoA-(BDESH),2005+AC0-2013,24,48,0,1267,138,26.39,1,7,4,http://stats.espncricinfo.com/ci/content/player/56153.html
V Pollard+//0AoA-(NZ),1965+AC0-1973,32,59,7,1266,116,24.34,2,7,4,http://stats.espncricinfo.com/ci/content/player/38129.html
RF Surti+//0AoA-(INDIA),1960+AC0-1969,26,48,4,1263,99,28.7,0,9,5,http://stats.espncricinfo.com/ci/content/player/34174.html
M Muralitharan+//0AoA-(ICC/SL),1992+AC0-2010,133,164,56,1261,67,11.67,0,1,33,http://stats.espncricinfo.com/ci/content/player/49636.html
MR Marsh+//0AoA-(AUS),2014+AC0-2019,32,55,5,1260,181,25.2,2,3,6,http://stats.espncricinfo.com/ci/content/player/272450.html
DW Steyn+//0AoA-(SA),2004+AC0-2019,93,119,27,1251,76,13.59,0,2,14,http://stats.espncricinfo.com/ci/content/player/47492.html
GE Gomez+//0AoA-(WI),1939+AC0-1954,29,46,5,1243,101,30.31,1,8,5,http://stats.espncricinfo.com/ci/content/player/51893.html
HB Cameron+//0AoA-(SA),1927+AC0-1935,26,45,4,1239,90,30.21,0,10,3,http://stats.espncricinfo.com/ci/content/player/44419.html
G Giffen+//0AoA-(AUS),1881+AC0-1896,31,53,0,1238,161,23.35,1,6,5,http://stats.espncricinfo.com/ci/content/player/5382.html
WP Saha+//0AoA-(INDIA),2010+AC0-2019,37,50,9,1238,117,30.19,3,5,6,http://stats.espncricinfo.com/ci/content/player/279810.html
Z Khan+//0AoA-(INDIA),2000+AC0-2014,92,127,24,1231,75,11.95,0,3,29,http://stats.espncricinfo.com/ci/content/player/30102.html
DG Phadkar+//0AoA-(INDIA),1947+AC0-1959,31,45,7,1229,123,32.34,2,8,3,http://stats.espncricinfo.com/ci/content/player/32309.html
DD Ebrahim+//0AoA-(ZIM),2001+AC0-2005,29,55,1,1225,94,22.68,0,10,8,http://stats.espncricinfo.com/ci/content/player/55416.html
CB Fry+//0AoA-(ENG),1896+AC0-1912,26,41,3,1223,144,32.18,2,7,3,http://stats.espncricinfo.com/ci/content/player/12930.html
S Wettimuny+//0AoA-(SL),1982+AC0-1987,23,43,1,1221,190,29.07,2,6,5,http://stats.espncricinfo.com/ci/content/player/50844.html
JN Gillespie+//0AoA-(AUS),1996+AC0-2006,71,93,28,1218,201+ACo-,18.73,1,2,13,http://stats.espncricinfo.com/ci/content/player/5392.html
Haroon Rasheed+//0AoA-(PAK),1977+AC0-1983,23,36,1,1217,153,34.77,3,5,2,http://stats.espncricinfo.com/ci/content/player/40375.html
G Miller+//0AoA-(ENG),1976+AC0-1984,34,51,4,1213,98+ACo-,25.8,0,7,5,http://stats.espncricinfo.com/ci/content/player/17025.html
VS Ransford+//0AoA-(AUS),1907+AC0-1912,20,38,6,1211,143+ACo-,37.84,1,7,2,http://stats.espncricinfo.com/ci/content/player/7308.html
MDK Perera+//0AoA-(SL),2014+AC0-2019,41,73,8,1208,95,18.58,0,6,13,http://stats.espncricinfo.com/ci/content/player/49920.html
SA Durani+//0AoA-(INDIA),1960+AC0-1973,29,50,2,1202,104,25.04,1,7,4,http://stats.espncricinfo.com/ci/content/player/28118.html
DN Patel+//0AoA-(NZ),1987+AC0-1997,37,66,8,1200,99,20.68,0,5,10,http://stats.espncricinfo.com/ci/content/player/38118.html
MW Tate+//0AoA-(ENG),1924+AC0-1935,39,52,5,1198,100+ACo-,25.48,1,5,5,http://stats.espncricinfo.com/ci/content/player/21462.html
AF Kippax+//0AoA-(AUS),1925+AC0-1934,22,34,1,1192,146,36.12,2,8,1,http://stats.espncricinfo.com/ci/content/player/6154.html
JHW Fingleton+//0AoA-(AUS),1932+AC0-1938,18,29,1,1189,136,42.46,5,3,3,http://stats.espncricinfo.com/ci/content/player/5229.html
M Labuschagne+//0AoA-(AUS),2018+AC0-2019,13,21,0,1185,185,56.42,3,7,1,http://stats.espncricinfo.com/ci/content/player/787987.html
CP Mead+//0AoA-(ENG),1911+AC0-1928,17,26,2,1185,182+ACo-,49.37,4,3,3,http://stats.espncricinfo.com/ci/content/player/16993.html
P Willey+//0AoA-(ENG),1976+AC0-1986,26,50,6,1184,102+ACo-,26.9,2,5,2,http://stats.espncricinfo.com/ci/content/player/22442.html
SC Williams+//0AoA-(WI),1994+AC0-2002,31,52,3,1183,128,24.14,1,3,6,http://stats.espncricinfo.com/ci/content/player/53234.html
JM Anderson+//0AoA-(ENG),2003+AC0-2019,150,211,89,1181,81,9.68,0,1,26,http://stats.espncricinfo.com/ci/content/player/8608.html
GS Ramchand+//0AoA-(INDIA),1952+AC0-1960,33,53,5,1180,109,24.58,2,5,6,http://stats.espncricinfo.com/ci/content/player/33062.html
MTG Elliott+//0AoA-(AUS),1996+AC0-2004,21,36,1,1172,199,33.48,3,4,5,http://stats.espncricinfo.com/ci/content/player/5130.html
GO Jones+//0AoA-(ENG),2004+AC0-2006,34,53,4,1172,100,23.91,1,6,2,http://stats.espncricinfo.com/ci/content/player/15501.html
Rev.DS Sheppard+//0AoA-(ENG),1950+AC0-1963,22,33,2,1172,119,37.8,3,6,2,http://stats.espncricinfo.com/ci/content/player/20159.html
R Edwards+//0AoA-(AUS),1972+AC0-1975,20,32,3,1171,170+ACo-,40.37,2,9,4,http://stats.espncricinfo.com/ci/content/player/5124.html
MJ North+//0AoA-(AUS),2009+AC0-2010,21,35,2,1171,128,35.48,5,4,5,http://stats.espncricinfo.com/ci/content/player/6943.html
PM Siddle+//0AoA-(AUS),2008+AC0-2019,67,94,15,1164,51,14.73,0,2,17,http://stats.espncricinfo.com/ci/content/player/7898.html
RW Taylor+//0AoA-(ENG),1971+AC0-1984,57,83,12,1156,97,16.28,0,3,10,http://stats.espncricinfo.com/ci/content/player/21494.html
BW Sinclair+//0AoA-(NZ),1963+AC0-1968,21,40,1,1148,138,29.43,3,3,5,http://stats.espncricinfo.com/ci/content/player/38390.html
JM Gregory+//0AoA-(AUS),1920+AC0-1928,24,34,3,1146,119,36.96,2,7,3,http://stats.espncricinfo.com/ci/content/player/5435.html
CR Woakes+//0AoA-(ENG),2013+AC0-2019,32,53,11,1145,137+ACo-,27.26,1,4,6,http://stats.espncricinfo.com/ci/content/player/247235.html
MG Vandort+//0AoA-(SL),2001+AC0-2008,20,33,2,1144,140,36.9,4,4,3,http://stats.espncricinfo.com/ci/content/player/50809.html
Rajin Saleh+//0AoA-(BDESH),2003+AC0-2008,24,46,2,1141,89,25.93,0,7,8,http://stats.espncricinfo.com/ci/content/player/56074.html
DT Lindsay+//0AoA-(SA),1963+AC0-1970,19,31,1,1130,182,37.66,3,5,2,http://stats.espncricinfo.com/ci/content/player/45990.html
MC Carew+//0AoA-(WI),1963+AC0-1972,19,36,3,1127,109,34.15,1,5,1,http://stats.espncricinfo.com/ci/content/player/51465.html
Faisal Iqbal+//0AoA-(PAK),2001+AC0-2010,26,44,2,1124,139,26.76,1,8,4,http://stats.espncricinfo.com/ci/content/player/40088.html
G Gunn+//0AoA-(ENG),1907+AC0-1930,15,29,1,1120,122+ACo-,40,2,7,3,http://stats.espncricinfo.com/ci/content/player/13489.html
AC Bannerman+//0AoA-(AUS),1879+AC0-1893,28,50,2,1108,94,23.08,0,8,3,http://stats.espncricinfo.com/ci/content/player/4089.html
CC Lewis+//0AoA-(ENG),1990+AC0-1996,32,51,3,1105,117,23.02,1,4,6,http://stats.espncricinfo.com/ci/content/player/16274.html
IK Pathan+//0AoA-(INDIA),2003+AC0-2008,29,40,5,1105,102,31.57,1,6,5,http://stats.espncricinfo.com/ci/content/player/32685.html
BP Nash+//0AoA-(WI),2008+AC0-2011,21,33,0,1103,114,33.42,2,8,0,http://stats.espncricinfo.com/ci/content/player/6950.html
JA Raval+//0AoA-(NZ),2016+AC0-2019,23,37,1,1100,132,30.55,1,7,3,http://stats.espncricinfo.com/ci/content/player/277914.html
CJ Barnett+//0AoA-(ENG),1933+AC0-1948,20,35,4,1098,129,35.41,2,5,1,http://stats.espncricinfo.com/ci/content/player/9000.html
WG Grace+//0AoA-(ENG),1880+AC0-1899,22,36,2,1098,170,32.29,2,5,2,http://stats.espncricinfo.com/ci/content/player/13424.html
CB Wishart+//0AoA-(ZIM),1995+AC0-2005,27,50,1,1098,114,22.4,1,5,6,http://stats.espncricinfo.com/ci/content/player/55854.html
Alimuddin+//0AoA-(PAK),1954+AC0-1962,25,45,2,1091,109,25.37,2,7,6,http://stats.espncricinfo.com/ci/content/player/38992.html
Shan Masood+//0AoA-(PAK),2013+AC0-2019,19,37,0,1089,135,29.43,2,6,3,http://stats.espncricinfo.com/ci/content/player/233901.html
VG Kambli+//0AoA-(INDIA),1993+AC0-1995,17,21,1,1084,227,54.2,4,3,3,http://stats.espncricinfo.com/ci/content/player/30009.html
TM Head+//0AoA-(AUS),2018+AC0-2019,16,27,2,1081,161,43.24,2,7,2,http://stats.espncricinfo.com/ci/content/player/530011.html
AMJ Hilditch+//0AoA-(AUS),1979+AC0-1985,18,34,0,1073,119,31.55,2,6,3,http://stats.espncricinfo.com/ci/content/player/5656.html
SG Barnes+//0AoA-(AUS),1938+AC0-1948,13,19,2,1072,234,63.05,3,5,1,http://stats.espncricinfo.com/ci/content/player/4098.html
Waqar Hasan+//0AoA-(PAK),1952+AC0-1959,21,35,1,1071,189,31.5,1,6,0,http://stats.espncricinfo.com/ci/content/player/43541.html
JH Sinclair+//0AoA-(SA),1896+AC0-1911,25,47,1,1069,106,23.23,3,3,7,http://stats.espncricinfo.com/ci/content/player/47195.html
ED Solkar+//0AoA-(INDIA),1969+AC0-1977,27,48,6,1068,102,25.42,1,6,1,http://stats.espncricinfo.com/ci/content/player/34085.html
JKC Holt+//0AoA-(WI),1954+AC0-1959,17,31,2,1066,166,36.75,2,5,2,http://stats.espncricinfo.com/ci/content/player/52186.html
Mohammad Rafique+//0AoA-(BDESH),2000+AC0-2008,33,63,6,1059,111,18.57,1,4,8,http://stats.espncricinfo.com/ci/content/player/55973.html
RA Woolmer+//0AoA-(ENG),1975+AC0-1981,19,34,2,1059,149,33.09,3,2,4,http://stats.espncricinfo.com/ci/content/player/22520.html
Saleem Yousuf+//0AoA-(PAK),1982+AC0-1990,32,44,5,1055,91+ACo-,27.05,0,5,2,http://stats.espncricinfo.com/ci/content/player/42626.html
C White+//0AoA-(ENG),1994+AC0-2002,30,50,7,1052,121,24.46,1,5,8,http://stats.espncricinfo.com/ci/content/player/22403.html
Sarfraz Nawaz+//0AoA-(PAK),1969+AC0-1984,55,72,13,1045,90,17.71,0,4,6,http://stats.espncricinfo.com/ci/content/player/42630.html
