Player,Span,Mat,Inn,NO,Runs,HS,Avg,100,50,0,Player Profile
RG Archer+//0AoA-(AUS),1953+AC0-1956,19,30,1,713,128,24.58,1,2,4,http://stats.espncricinfo.com/ci/content/player/3980.html
DG Brownlie+//0AoA-(NZ),2011+AC0-2013,14,25,1,711,109,29.62,1,4,3,http://stats.espncricinfo.com/ci/content/player/4493.html
JDS Neesham+//0AoA-(NZ),2014+AC0-2017,12,22,1,709,137+ACo-,33.76,2,4,2,http://stats.espncricinfo.com/ci/content/player/355269.html
D Bishoo+//0AoA-(WI),2011+AC0-2018,36,61,15,707,45,15.36,0,0,10,http://stats.espncricinfo.com/ci/content/player/341593.html
VY Richardson+//0AoA-(AUS),1924+AC0-1936,19,30,0,706,138,23.53,1,1,5,http://stats.espncricinfo.com/ci/content/player/7346.html
I Sharma+//0AoA-(INDIA),2007+AC0-2019,96,127,43,703,57,8.36,0,1,31,http://stats.espncricinfo.com/ci/content/player/236779.html
W Bruce+//0AoA-(AUS),1885+AC0-1895,14,26,2,702,80,29.25,0,5,1,http://stats.espncricinfo.com/ci/content/player/4228.html
ARS Silva+//0AoA-(SL),2017+AC0-2019,12,23,3,702,109,35.1,1,5,2,http://stats.espncricinfo.com/ci/content/player/237310.html
Yasir Shah+//0AoA-(PAK),2014+AC0-2019,38,57,6,702,113,13.76,1,0,9,http://stats.espncricinfo.com/ci/content/player/43685.html
EJG Morgan+//0AoA-(ENG),2010+AC0-2012,16,24,1,700,130,30.43,2,3,4,http://stats.espncricinfo.com/ci/content/player/24598.html
M Ntini+//0AoA-(SA),1998+AC0-2009,101,116,45,699,32+ACo-,9.84,0,0,21,http://stats.espncricinfo.com/ci/content/player/46592.html
EL Dalton+//0AoA-(SA),1929+AC0-1939,15,24,2,698,117,31.72,2,3,1,http://stats.espncricinfo.com/ci/content/player/44673.html
WM Darling+//0AoA-(AUS),1978+AC0-1979,14,27,1,697,91,26.8,0,6,1,http://stats.espncricinfo.com/ci/content/player/4900.html
DR Pringle+//0AoA-(ENG),1982+AC0-1992,30,50,4,695,63,15.1,0,1,6,http://stats.espncricinfo.com/ci/content/player/18627.html
IC Davis+//0AoA-(AUS),1973+AC0-1977,15,27,1,692,105,26.61,1,4,3,http://stats.espncricinfo.com/ci/content/player/4916.html
Hanumant Singh+//0AoA-(INDIA),1964+AC0-1969,14,24,2,686,105,31.18,1,5,3,http://stats.espncricinfo.com/ci/content/player/29260.html
Al Sahariar+//0AoA-(BDESH),2000+AC0-2003,15,30,0,683,71,22.76,0,4,2,http://stats.espncricinfo.com/ci/content/player/56219.html
CJ Anderson+//0AoA-(NZ),2013+AC0-2016,13,22,1,683,116,32.52,1,4,3,http://stats.espncricinfo.com/ci/content/player/277662.html
FL Fane+//0AoA-(ENG),1906+AC0-1910,14,27,1,682,143,26.23,1,3,3,http://stats.espncricinfo.com/ci/content/player/12807.html
VA Holder+//0AoA-(WI),1969+AC0-1979,40,59,11,682,42,14.2,0,0,7,http://stats.espncricinfo.com/ci/content/player/52061.html
A Bacher+//0AoA-(SA),1965+AC0-1970,12,22,1,679,73,32.33,0,6,1,http://stats.espncricinfo.com/ci/content/player/44026.html
JR Thomson+//0AoA-(AUS),1972+AC0-1985,51,73,20,679,49,12.81,0,0,14,http://stats.espncricinfo.com/ci/content/player/7946.html
RW Chakabva+//0AoA-(ZIM),2011+AC0-2018,14,28,2,678,101,26.07,1,4,2,http://stats.espncricinfo.com/ci/content/player/293831.html
JC Laker+//0AoA-(ENG),1948+AC0-1959,46,63,15,676,63,14.08,0,2,6,http://stats.espncricinfo.com/ci/content/player/16172.html
JB Statham+//0AoA-(ENG),1951+AC0-1965,70,87,28,675,38,11.44,0,0,13,http://stats.espncricinfo.com/ci/content/player/20341.html
DS Steele+//0AoA-(ENG),1975+AC0-1976,8,16,0,673,106,42.06,1,5,1,http://stats.espncricinfo.com/ci/content/player/20345.html
J Garner+//0AoA-(WI),1977+AC0-1987,58,68,14,672,60,12.44,0,1,17,http://stats.espncricinfo.com/ci/content/player/51876.html
H Verity+//0AoA-(ENG),1931+AC0-1939,40,44,12,669,66+ACo-,20.9,0,3,4,http://stats.espncricinfo.com/ci/content/player/22185.html
BA Pocock+//0AoA-(NZ),1993+AC0-1997,15,29,0,665,85,22.93,0,6,4,http://stats.espncricinfo.com/ci/content/player/38127.html
JJ Kelly+//0AoA-(AUS),1896+AC0-1905,36,56,17,664,46+ACo-,17.02,0,0,7,http://stats.espncricinfo.com/ci/content/player/6136.html
DPB Morkel+//0AoA-(SA),1927+AC0-1932,16,28,1,663,88,24.55,0,4,3,http://stats.espncricinfo.com/ci/content/player/46246.html
Hannan Sarkar+//0AoA-(BDESH),2002+AC0-2004,17,33,0,662,76,20.06,0,5,5,http://stats.espncricinfo.com/ci/content/player/55915.html
AB Barath+//0AoA-(WI),2009+AC0-2012,15,28,0,657,104,23.46,1,4,2,http://stats.espncricinfo.com/ci/content/player/274926.html
KD Boyce+//0AoA-(WI),1971+AC0-1976,21,30,3,657,95+ACo-,24.33,0,4,4,http://stats.espncricinfo.com/ci/content/player/51229.html
W Bates+//0AoA-(ENG),1881+AC0-1887,15,26,2,656,64,27.33,0,5,0,http://stats.espncricinfo.com/ci/content/player/9037.html
BS Bedi+//0AoA-(INDIA),1966+AC0-1979,67,101,28,656,50+ACo-,8.98,0,1,20,http://stats.espncricinfo.com/ci/content/player/26875.html
JFM Morrison+//0AoA-(NZ),1973+AC0-1982,17,29,0,656,117,22.62,1,3,4,http://stats.espncricinfo.com/ci/content/player/37731.html
Mushtaq Ahmed+//0AoA-(PAK),1990+AC0-2003,52,72,16,656,59,11.71,0,2,14,http://stats.espncricinfo.com/ci/content/player/41316.html
Mansoor Akhtar+//0AoA-(PAK),1980+AC0-1990,19,29,3,655,111,25.19,1,3,4,http://stats.espncricinfo.com/ci/content/player/41263.html
C Milburn+//0AoA-(ENG),1966+AC0-1969,9,16,2,654,139,46.71,2,2,1,http://stats.espncricinfo.com/ci/content/player/17018.html
JH Wardle+//0AoA-(ENG),1948+AC0-1957,28,41,8,653,66,19.78,0,2,5,http://stats.espncricinfo.com/ci/content/player/22288.html
AA Donald+//0AoA-(SA),1992+AC0-2002,72,94,33,652,37,10.68,0,0,17,http://stats.espncricinfo.com/ci/content/player/44716.html
HJH Marshall+//0AoA-(NZ),2000+AC0-2006,13,19,2,652,160,38.35,2,2,1,http://stats.espncricinfo.com/ci/content/player/37696.html
JL Denly+//0AoA-(ENG),2019+AC0-2019,11,21,0,651,94,31,0,6,0,http://stats.espncricinfo.com/ci/content/player/12454.html
A Mishra+//0AoA-(INDIA),2008+AC0-2016,22,32,2,648,84,21.6,0,4,4,http://stats.espncricinfo.com/ci/content/player/31107.html
KJ O'Keeffe+//0AoA-(AUS),1971+AC0-1977,24,34,9,644,85,25.76,0,1,3,http://stats.espncricinfo.com/ci/content/player/7002.html
GD McGrath+//0AoA-(AUS),1993+AC0-2007,124,138,51,641,61,7.36,0,1,35,http://stats.espncricinfo.com/ci/content/player/6565.html
GS Camacho+//0AoA-(WI),1968+AC0-1971,11,22,0,640,87,29.09,0,4,1,http://stats.espncricinfo.com/ci/content/player/51457.html
PJ Cummins+//0AoA-(AUS),2011+AC0-2019,29,43,6,639,63,17.27,0,2,7,http://stats.espncricinfo.com/ci/content/player/489889.html
AFG Griffith+//0AoA-(WI),1997+AC0-2000,14,27,1,638,114,24.53,1,4,4,http://stats.espncricinfo.com/ci/content/player/51905.html
Mehidy Hasan Miraz+//0AoA-(BDESH),2016+AC0-2019,22,42,6,638,68+ACo-,17.72,0,2,2,http://stats.espncricinfo.com/ci/content/player/629063.html
MT Renshaw+//0AoA-(AUS),2016+AC0-2018,11,20,1,636,184,33.47,1,3,0,http://stats.espncricinfo.com/ci/content/player/722303.html
LN Constantine+//0AoA-(WI),1928+AC0-1939,18,33,0,635,90,19.24,0,4,4,http://stats.espncricinfo.com/ci/content/player/51483.html
IR Bishop+//0AoA-(WI),1989+AC0-1998,43,63,11,632,48,12.15,0,0,10,http://stats.espncricinfo.com/ci/content/player/51226.html
SC Cook+//0AoA-(SA),2016+AC0-2017,11,19,0,632,117,33.26,3,2,3,http://stats.espncricinfo.com/ci/content/player/44656.html
HG Deane+//0AoA-(SA),1924+AC0-1931,17,27,2,628,93,25.12,0,3,1,http://stats.espncricinfo.com/ci/content/player/44685.html
RG Twose+//0AoA-(NZ),1995+AC0-1999,16,27,2,628,94,25.12,0,6,5,http://stats.espncricinfo.com/ci/content/player/38624.html
PN Kirsten+//0AoA-(SA),1992+AC0-1994,12,22,2,626,104,31.3,1,4,2,http://stats.espncricinfo.com/ci/content/player/45815.html
TW Jarvis+//0AoA-(NZ),1965+AC0-1973,13,22,1,625,182,29.76,1,2,6,http://stats.espncricinfo.com/ci/content/player/37488.html
M Kaif+//0AoA-(INDIA),2000+AC0-2006,13,22,3,624,148+ACo-,32.84,1,3,1,http://stats.espncricinfo.com/ci/content/player/29990.html
PF Warner+//0AoA-(ENG),1899+AC0-1912,15,28,2,622,132+ACo-,23.92,1,3,4,http://stats.espncricinfo.com/ci/content/player/22311.html
Fazal Mahmood+//0AoA-(PAK),1952+AC0-1962,34,50,6,620,60,14.09,0,1,10,http://stats.espncricinfo.com/ci/content/player/40092.html
JAJ Christy+//0AoA-(SA),1929+AC0-1932,10,18,0,618,103,34.33,1,5,1,http://stats.espncricinfo.com/ci/content/player/44440.html
UDU Chandana+//0AoA-(SL),1999+AC0-2005,16,24,1,616,92,26.78,0,2,0,http://stats.espncricinfo.com/ci/content/player/48369.html
TA Boult+//0AoA-(NZ),2011+AC0-2019,65,80,38,615,52+ACo-,14.64,0,1,13,http://stats.espncricinfo.com/ci/content/player/277912.html
TMK Mawoyo+//0AoA-(ZIM),2011+AC0-2016,11,22,1,615,163+ACo-,29.28,1,3,2,http://stats.espncricinfo.com/ci/content/player/55597.html
RC Motz+//0AoA-(NZ),1961+AC0-1969,32,56,3,612,60,11.54,0,3,12,http://stats.espncricinfo.com/ci/content/player/37733.html
S Mushtaq Ali+//0AoA-(INDIA),1934+AC0-1952,11,20,1,612,112,32.21,2,3,1,http://stats.espncricinfo.com/ci/content/player/31061.html
RWV Robins+//0AoA-(ENG),1929+AC0-1937,19,27,4,612,108,26.6,1,4,4,http://stats.espncricinfo.com/ci/content/player/19450.html
JC Watkins+//0AoA-(SA),1949+AC0-1957,15,27,1,612,92,23.53,0,3,2,http://stats.espncricinfo.com/ci/content/player/47869.html
CS Baugh+//0AoA-(WI),2003+AC0-2012,21,36,2,610,68,17.94,0,3,1,http://stats.espncricinfo.com/ci/content/player/51446.html
SM Curran+//0AoA-(ENG),2018+AC0-2019,14,25,4,610,78,29.04,0,3,3,http://stats.espncricinfo.com/ci/content/player/662973.html
PM Pollock+//0AoA-(SA),1961+AC0-1970,28,41,13,607,75+ACo-,21.67,0,2,3,http://stats.espncricinfo.com/ci/content/player/46770.html
JT Ikin+//0AoA-(ENG),1946+AC0-1955,18,31,2,606,60,20.89,0,3,4,http://stats.espncricinfo.com/ci/content/player/15381.html
RJ Harris+//0AoA-(AUS),2010+AC0-2015,27,39,11,603,74,21.53,0,3,2,http://stats.espncricinfo.com/ci/content/player/5779.html
RE Foster+//0AoA-(ENG),1903+AC0-1907,8,14,1,602,287,46.3,1,1,1,http://stats.espncricinfo.com/ci/content/player/12881.html
DA Murray+//0AoA-(WI),1978+AC0-1982,19,31,3,601,84,21.46,0,3,3,http://stats.espncricinfo.com/ci/content/player/52439.html
AG Steel+//0AoA-(ENG),1880+AC0-1888,13,20,3,600,148,35.29,2,0,1,http://stats.espncricinfo.com/ci/content/player/20350.html
BAG Murray+//0AoA-(NZ),1968+AC0-1971,13,26,1,598,90,23.92,0,5,1,http://stats.espncricinfo.com/ci/content/player/37734.html
TJE Andrews+//0AoA-(AUS),1921+AC0-1926,16,23,1,592,94,26.9,0,4,0,http://stats.espncricinfo.com/ci/content/player/3971.html
Adnan Akmal+//0AoA-(PAK),2010+AC0-2014,21,29,5,591,64,24.62,0,3,2,http://stats.espncricinfo.com/ci/content/player/39038.html
RG Barlow+//0AoA-(ENG),1881+AC0-1887,17,30,4,591,62,22.73,0,2,3,http://stats.espncricinfo.com/ci/content/player/8992.html
HR Lance+//0AoA-(SA),1962+AC0-1970,13,22,1,591,70,28.14,0,5,1,http://stats.espncricinfo.com/ci/content/player/45960.html
V Sibanda+//0AoA-(ZIM),2003+AC0-2014,14,28,0,591,93,21.1,0,2,3,http://stats.espncricinfo.com/ci/content/player/55787.html
MD Craig+//0AoA-(NZ),2014+AC0-2016,15,25,9,589,67,36.81,0,3,1,http://stats.espncricinfo.com/ci/content/player/497543.html
K Rabada+//0AoA-(SA),2015+AC0-2019,41,60,10,586,34,11.72,0,0,11,http://stats.espncricinfo.com/ci/content/player/550215.html
MHN Walker+//0AoA-(AUS),1972+AC0-1977,34,43,13,586,78+ACo-,19.53,0,1,5,http://stats.espncricinfo.com/ci/content/player/8137.html
Alok Kapali+//0AoA-(BDESH),2002+AC0-2006,17,34,1,584,85,17.69,0,2,6,http://stats.espncricinfo.com/ci/content/player/56251.html
Aftab Ahmed+//0AoA-(BDESH),2004+AC0-2010,16,31,3,582,82+ACo-,20.78,0,1,4,http://stats.espncricinfo.com/ci/content/player/56266.html
MP Donnelly+//0AoA-(NZ),1937+AC0-1949,7,12,1,582,206,52.9,1,4,2,http://stats.espncricinfo.com/ci/content/player/36832.html
PA Gibb+//0AoA-(ENG),1938+AC0-1946,8,13,0,581,120,44.69,2,3,1,http://stats.espncricinfo.com/ci/content/player/13357.html
MLC Foster+//0AoA-(WI),1969+AC0-1978,14,24,5,580,125,30.52,1,1,0,http://stats.espncricinfo.com/ci/content/player/51793.html
Umar Gul+//0AoA-(PAK),2003+AC0-2013,47,67,9,577,65+ACo-,9.94,0,1,15,http://stats.espncricinfo.com/ci/content/player/43524.html
MN Waller+//0AoA-(ZIM),2011+AC0-2017,14,28,1,577,72+ACo-,21.37,0,4,4,http://stats.espncricinfo.com/ci/content/player/55872.html
A Jadeja+//0AoA-(INDIA),1992+AC0-2000,15,24,2,576,96,26.18,0,4,1,http://stats.espncricinfo.com/ci/content/player/29632.html
RS Bopara+//0AoA-(ENG),2007+AC0-2012,13,19,1,575,143,31.94,3,0,5,http://stats.espncricinfo.com/ci/content/player/10582.html
TT Bresnan+//0AoA-(ENG),2009+AC0-2013,23,26,4,575,91,26.13,0,3,3,http://stats.espncricinfo.com/ci/content/player/9310.html
AD Hales+//0AoA-(ENG),2015+AC0-2016,11,21,0,573,94,27.28,0,5,0,http://stats.espncricinfo.com/ci/content/player/249866.html
CE McLeod+//0AoA-(AUS),1894+AC0-1905,17,29,5,573,112,23.87,1,4,5,http://stats.espncricinfo.com/ci/content/player/6584.html
RS Morton+//0AoA-(WI),2005+AC0-2008,15,27,1,573,70+ACo-,22.03,0,4,1,http://stats.espncricinfo.com/ci/content/player/52445.html
AB Agarkar+//0AoA-(INDIA),1998+AC0-2006,26,39,5,571,109+ACo-,16.79,1,0,9,http://stats.espncricinfo.com/ci/content/player/26184.html
SB Doull+//0AoA-(NZ),1992+AC0-2000,32,50,11,570,46,14.61,0,0,10,http://stats.espncricinfo.com/ci/content/player/36835.html
E Chigumbura+//0AoA-(ZIM),2004+AC0-2014,14,27,0,569,88,21.07,0,4,6,http://stats.espncricinfo.com/ci/content/player/55343.html
GL Jessop+//0AoA-(ENG),1899+AC0-1912,18,26,0,569,104,21.88,1,3,3,http://stats.espncricinfo.com/ci/content/player/15509.html
DAJ Bracewell+//0AoA-(NZ),2011+AC0-2016,27,45,4,568,47,13.85,0,0,11,http://stats.espncricinfo.com/ci/content/player/362541.html
KA Maharaj+//0AoA-(SA),2016+AC0-2019,28,44,6,566,72,14.89,0,1,7,http://stats.espncricinfo.com/ci/content/player/267724.html
Aamer Malik+//0AoA-(PAK),1987+AC0-1994,14,19,3,565,117,35.31,2,3,3,http://stats.espncricinfo.com/ci/content/player/38965.html
EDAS McMorris+//0AoA-(WI),1958+AC0-1966,13,21,0,564,125,26.85,1,3,1,http://stats.espncricinfo.com/ci/content/player/52512.html
GO Rabone+//0AoA-(NZ),1949+AC0-1955,12,20,2,562,107,31.22,1,2,0,http://stats.espncricinfo.com/ci/content/player/38242.html
CV Grimmett+//0AoA-(AUS),1925+AC0-1936,37,50,10,557,50,13.92,0,1,7,http://stats.espncricinfo.com/ci/content/player/5443.html
J Sharp+//0AoA-(ENG),1909+AC0-1909,3,6,2,188,105,47,1,1,0,http://stats.espncricinfo.com/ci/content/player/20130.html
GP Wickramasinghe+//0AoA-(SL),1991+AC0-2001,40,64,5,555,51,9.4,0,1,17,http://stats.espncricinfo.com/ci/content/player/50848.html
SJE Loxton+//0AoA-(AUS),1948+AC0-1951,12,15,0,554,101,36.93,1,3,1,http://stats.espncricinfo.com/ci/content/player/6323.html
N Wagner+//0AoA-(NZ),2012+AC0-2019,46,60,16,554,47,12.59,0,0,11,http://stats.espncricinfo.com/ci/content/player/233713.html
SC Williams+//0AoA-(ZIM),2013+AC0-2018,10,20,0,553,119,27.65,1,2,0,http://stats.espncricinfo.com/ci/content/player/55870.html
AG Chipperfield+//0AoA-(AUS),1934+AC0-1938,14,20,3,552,109,32.47,1,2,1,http://stats.espncricinfo.com/ci/content/player/4570.html
B Kumar+//0AoA-(INDIA),2013+AC0-2018,21,29,4,552,63+ACo-,22.08,0,3,4,http://stats.espncricinfo.com/ci/content/player/326016.html
D Lloyd+//0AoA-(ENG),1974+AC0-1975,9,15,2,552,214+ACo-,42.46,1,0,0,http://stats.espncricinfo.com/ci/content/player/16318.html
S Amarnath+//0AoA-(INDIA),1976+AC0-1978,10,18,0,550,124,30.55,1,3,1,http://stats.espncricinfo.com/ci/content/player/26226.html
M Dillon+//0AoA-(WI),1997+AC0-2004,38,68,3,549,43,8.44,0,0,26,http://stats.espncricinfo.com/ci/content/player/51651.html
Iqbal Qasim+//0AoA-(PAK),1976+AC0-1988,50,57,15,549,56,13.07,0,1,10,http://stats.espncricinfo.com/ci/content/player/40572.html
JM Vince+//0AoA-(ENG),2016+AC0-2018,13,22,0,548,83,24.9,0,3,2,http://stats.espncricinfo.com/ci/content/player/296597.html
CB Llewellyn+//0AoA-(SA),1896+AC0-1912,15,28,1,544,90,20.14,0,4,6,http://stats.espncricinfo.com/ci/content/player/45996.html
Shoaib Akhtar+//0AoA-(PAK),1997+AC0-2007,46,67,13,544,47,10.07,0,0,11,http://stats.espncricinfo.com/ci/content/player/42655.html
WA Hadlee+//0AoA-(NZ),1937+AC0-1951,11,19,1,543,116,30.16,1,2,1,http://stats.espncricinfo.com/ci/content/player/37226.html
ML Apte+//0AoA-(INDIA),1952+AC0-1953,7,13,2,542,163+ACo-,49.27,1,3,1,http://stats.espncricinfo.com/ci/content/player/26269.html
AG Cremer+//0AoA-(ZIM),2005+AC0-2017,19,38,5,540,102+ACo-,16.36,1,0,7,http://stats.espncricinfo.com/ci/content/player/55346.html
AU Rashid+//0AoA-(ENG),2015+AC0-2019,19,33,5,540,61,19.28,0,2,3,http://stats.espncricinfo.com/ci/content/player/244497.html
LPC Silva+//0AoA-(SL),2006+AC0-2008,11,17,1,537,152+ACo-,33.56,1,2,3,http://stats.espncricinfo.com/ci/content/player/50431.html
RA Harper+//0AoA-(WI),1983+AC0-1993,25,32,3,535,74,18.44,0,3,5,http://stats.espncricinfo.com/ci/content/player/52045.html
RO Collinge+//0AoA-(NZ),1965+AC0-1978,35,50,13,533,68+ACo-,14.4,0,2,9,http://stats.espncricinfo.com/ci/content/player/36606.html
PJ Moor+//0AoA-(ZIM),2016+AC0-2018,8,16,1,533,83,35.53,0,5,1,http://stats.espncricinfo.com/ci/content/player/333000.html
PL van der Merwe+//0AoA-(SA),1963+AC0-1967,15,23,2,533,76,25.38,0,3,3,http://stats.espncricinfo.com/ci/content/player/47692.html
NC Johnson+//0AoA-(ZIM),1998+AC0-2000,13,23,1,532,107,24.18,1,4,3,http://stats.espncricinfo.com/ci/content/player/55528.html
HH Pandya+//0AoA-(INDIA),2017+AC0-2018,11,18,1,532,108,31.29,1,4,2,http://stats.espncricinfo.com/ci/content/player/625371.html
S Ranatunga+//0AoA-(SL),1994+AC0-1997,9,17,1,531,118,33.18,2,2,1,http://stats.espncricinfo.com/ci/content/player/50247.html
Aminul Islam+//0AoA-(BDESH),2000+AC0-2002,13,26,1,530,145,21.2,1,2,3,http://stats.espncricinfo.com/ci/content/player/56224.html
CC Griffith+//0AoA-(WI),1960+AC0-1969,28,42,10,530,54,16.56,0,1,5,http://stats.espncricinfo.com/ci/content/player/51907.html
DR Hadlee+//0AoA-(NZ),1969+AC0-1978,26,42,5,530,56,14.32,0,1,9,http://stats.espncricinfo.com/ci/content/player/37222.html
LJ Tancred+//0AoA-(SA),1902+AC0-1913,14,26,1,530,97,21.2,0,2,5,http://stats.espncricinfo.com/ci/content/player/47522.html
MD Stoneman+//0AoA-(ENG),2017+AC0-2018,11,20,1,526,60,27.68,0,5,1,http://stats.espncricinfo.com/ci/content/player/229954.html
CL Vincent+//0AoA-(SA),1927+AC0-1935,25,38,12,526,60,20.23,0,2,4,http://stats.espncricinfo.com/ci/content/player/47736.html
CS Serjeant+//0AoA-(AUS),1977+AC0-1978,12,23,1,522,124,23.72,1,2,4,http://stats.espncricinfo.com/ci/content/player/7594.html
GR Dilley+//0AoA-(ENG),1979+AC0-1989,41,58,19,521,56,13.35,0,2,10,http://stats.espncricinfo.com/ci/content/player/11893.html
Shahadat Hossain+//0AoA-(BDESH),2005+AC0-2015,38,69,17,521,40,10.01,0,0,10,http://stats.espncricinfo.com/ci/content/player/56149.html
Nafees Iqbal+//0AoA-(BDESH),2004+AC0-2006,11,22,0,518,121,23.54,1,2,2,http://stats.espncricinfo.com/ci/content/player/56064.html
GJ Bonnor+//0AoA-(AUS),1880+AC0-1888,17,30,0,512,128,17.06,1,2,5,http://stats.espncricinfo.com/ci/content/player/4167.html
WW Wade+//0AoA-(SA),1938+AC0-1950,11,19,1,511,125,28.38,1,3,3,http://stats.espncricinfo.com/ci/content/player/47855.html
WH Scotton+//0AoA-(ENG),1881+AC0-1887,15,25,2,510,90,22.17,0,3,2,http://stats.espncricinfo.com/ci/content/player/20076.html
AJY Hopkins+//0AoA-(AUS),1902+AC0-1909,20,33,2,509,43,16.41,0,0,4,http://stats.espncricinfo.com/ci/content/player/5703.html
BA Richards+//0AoA-(SA),1970+AC0-1970,4,7,0,508,140,72.57,2,2,0,http://stats.espncricinfo.com/ci/content/player/46982.html
Maqsood Ahmed+//0AoA-(PAK),1952+AC0-1955,16,27,1,507,99,19.5,0,2,2,http://stats.espncricinfo.com/ci/content/player/41270.html
JT Murray+//0AoA-(ENG),1961+AC0-1967,21,28,5,506,112,22,1,2,3,http://stats.espncricinfo.com/ci/content/player/17130.html
RO Hinds+//0AoA-(WI),2002+AC0-2009,15,25,1,505,84,21.04,0,2,1,http://stats.espncricinfo.com/ci/content/player/52055.html
BJ Hodge+//0AoA-(AUS),2005+AC0-2008,6,11,2,503,203+ACo-,55.88,1,2,0,http://stats.espncricinfo.com/ci/content/player/5674.html
BK Shepherd+//0AoA-(AUS),1963+AC0-1965,9,14,2,502,96,41.83,0,5,1,http://stats.espncricinfo.com/ci/content/player/7604.html
Taslim Arif+//0AoA-(PAK),1980+AC0-1980,6,10,2,501,210+ACo-,62.62,1,2,1,http://stats.espncricinfo.com/ci/content/player/43275.html
ME Chapple+//0AoA-(NZ),1953+AC0-1966,14,27,1,497,76,19.11,0,3,2,http://stats.espncricinfo.com/ci/content/player/36602.html
JB Bolus+//0AoA-(ENG),1963+AC0-1964,7,12,0,496,88,41.33,0,4,0,http://stats.espncricinfo.com/ci/content/player/9142.html
W Larkins+//0AoA-(ENG),1980+AC0-1991,13,25,1,493,64,20.54,0,3,6,http://stats.espncricinfo.com/ci/content/player/16203.html
ML Page+//0AoA-(NZ),1930+AC0-1937,14,20,0,492,104,24.6,1,2,1,http://stats.espncricinfo.com/ci/content/player/38109.html
LR Gibbs+//0AoA-(WI),1958+AC0-1976,79,109,39,488,25,6.97,0,0,15,http://stats.espncricinfo.com/ci/content/player/51883.html
Mohammad Sami+//0AoA-(PAK),2001+AC0-2012,36,56,14,487,49,11.59,0,0,8,http://stats.espncricinfo.com/ci/content/player/41324.html
A Ward+//0AoA-(ENG),1893+AC0-1895,7,13,0,487,117,37.46,1,3,1,http://stats.espncricinfo.com/ci/content/player/22290.html
SJ Benn+//0AoA-(WI),2008+AC0-2015,26,39,5,486,42,14.29,0,0,7,http://stats.espncricinfo.com/ci/content/player/51248.html
FR Martin+//0AoA-(WI),1928+AC0-1931,9,18,1,486,123+ACo-,28.58,1,0,1,http://stats.espncricinfo.com/ci/content/player/52426.html
Imam+AC0-ul+AC0-Haq+//0AoA-(PAK),2018+AC0-2019,11,21,2,485,76,25.52,0,3,3,http://stats.espncricinfo.com/ci/content/player/568276.html
H Larwood+//0AoA-(ENG),1926+AC0-1933,21,28,3,485,98,19.4,0,2,4,http://stats.espncricinfo.com/ci/content/player/16207.html
CE Pellew+//0AoA-(AUS),1920+AC0-1921,10,14,1,484,116,37.23,2,1,0,http://stats.espncricinfo.com/ci/content/player/7099.html
GJ Gilmour+//0AoA-(AUS),1973+AC0-1977,15,22,1,483,101,23,1,3,3,http://stats.espncricinfo.com/ci/content/player/5396.html
PR Sleep+//0AoA-(AUS),1979+AC0-1990,14,21,1,483,90,24.15,0,3,4,http://stats.espncricinfo.com/ci/content/player/7630.html
CT Radley+//0AoA-(ENG),1978+AC0-1978,8,10,0,481,158,48.1,2,2,1,http://stats.espncricinfo.com/ci/content/player/19316.html
Sabbir Rahman+//0AoA-(BDESH),2016+AC0-2018,11,22,2,481,66,24.05,0,4,5,http://stats.espncricinfo.com/ci/content/player/373538.html
RH Spooner+//0AoA-(ENG),1905+AC0-1912,10,15,0,481,119,32.06,1,4,2,http://stats.espncricinfo.com/ci/content/player/20316.html
BW Yuile+//0AoA-(NZ),1963+AC0-1969,17,33,6,481,64,17.81,0,1,3,http://stats.espncricinfo.com/ci/content/player/38930.html
JED Sealy+//0AoA-(WI),1930+AC0-1939,11,19,2,478,92,28.11,0,3,2,http://stats.espncricinfo.com/ci/content/player/52927.html
J Worrall+//0AoA-(AUS),1885+AC0-1899,11,22,3,478,76,25.15,0,5,2,http://stats.espncricinfo.com/ci/content/player/8260.html
KTGD Prasad+//0AoA-(SL),2008+AC0-2015,25,39,2,476,47,12.86,0,0,8,http://stats.espncricinfo.com/ci/content/player/50163.html
LS Darling+//0AoA-(AUS),1933+AC0-1937,12,18,1,474,85,27.88,0,3,2,http://stats.espncricinfo.com/ci/content/player/4899.html
A Jackson+//0AoA-(AUS),1929+AC0-1931,8,11,1,474,164,47.4,1,2,1,http://stats.espncricinfo.com/ci/content/player/6000.html
MJ Hoggard+//0AoA-(ENG),2000+AC0-2008,67,92,27,473,38,7.27,0,0,19,http://stats.espncricinfo.com/ci/content/player/14236.html
TP Horan+//0AoA-(AUS),1877+AC0-1885,15,27,2,471,124,18.84,1,1,3,http://stats.espncricinfo.com/ci/content/player/5705.html
SB Bangar+//0AoA-(INDIA),2001+AC0-2002,12,18,2,470,100+ACo-,29.37,1,3,2,http://stats.espncricinfo.com/ci/content/player/27225.html
WKM Benjamin+//0AoA-(WI),1987+AC0-1995,21,26,1,470,85,18.8,0,2,4,http://stats.espncricinfo.com/ci/content/player/51220.html
JT Brown+//0AoA-(ENG),1894+AC0-1899,8,16,3,470,140,36.15,1,1,2,http://stats.espncricinfo.com/ci/content/player/9263.html
JN Crawford+//0AoA-(ENG),1906+AC0-1908,12,23,2,469,74,22.33,0,2,1,http://stats.espncricinfo.com/ci/content/player/10866.html
